Time Step,Vehicle Speed,Total Distance,Total BSFC,BSFC
34.75,6.07,262.0,106.08,0.01
34.8,6.07,262.3,106.08,0.01
34.85,6.06,262.61,106.08,0.01
34.9,6.06,262.91,106.08,0.01
34.95,6.05,263.21,106.08,0.01
35.0,6.05,263.51,106.08,0.01
35.05,6.04,263.82,106.08,0.01
35.1,6.03,264.12,106.08,0.01
35.15,6.03,264.42,106.08,0.01
35.2,6.02,264.72,106.08,0.01
35.25,6.02,265.02,106.08,0.01
35.3,6.01,265.32,106.08,0.01
35.35,6.01,265.62,106.08,0.01
35.4,6.0,265.92,106.08,0.01
35.45,5.99,266.22,106.08,0.01
35.5,5.99,266.52,106.08,0.01
35.55,5.98,266.82,106.08,0.01
35.6,5.98,267.12,106.08,0.01
35.65,5.97,267.42,106.08,0.01
35.7,5.97,267.72,106.08,0.01
35.75,5.96,268.01,106.08,0.01
35.8,5.96,268.31,106.08,0.01
35.85,5.95,268.61,106.08,0.01
35.9,5.94,268.91,106.08,0.01
35.95,5.94,269.2,106.08,0.01
36.0,5.93,269.5,106.08,0.01
36.05,5.93,269.8,106.08,0.01
36.1,5.92,270.09,106.08,0.01
36.15,5.92,270.39,106.08,0.01
36.2,5.91,270.68,106.08,0.01
36.25,5.91,270.98,106.08,0.01
36.3,5.9,271.27,106.08,0.01
36.35,5.89,271.57,106.08,0.01
36.4,5.89,271.86,106.08,0.01
36.45,5.88,272.16,106.08,0.01
36.5,5.88,272.45,106.08,0.01
36.55,5.87,272.75,106.08,0.01
36.6,5.87,273.04,106.08,0.01
36.65,5.86,273.33,106.08,0.01
36.7,5.86,273.62,106.08,0.01
36.75,5.85,273.92,106.08,0.01
36.8,5.84,274.21,106.08,0.01
36.85,5.84,274.5,106.08,0.01
36.9,5.83,274.79,106.08,0.01
36.95,5.83,275.08,106.08,0.01
37.0,5.82,275.38,106.08,0.01
37.05,5.82,275.67,106.08,0.01
37.1,5.81,275.96,106.08,0.01
37.15,5.81,276.25,106.08,0.01
37.2,5.8,276.54,106.08,0.01
37.25,5.8,276.83,106.08,0.01
37.3,5.79,277.12,106.08,0.01
37.35,5.78,277.41,106.08,0.01
37.4,5.78,277.69,106.08,0.01
37.45,5.77,277.98,106.08,0.01
37.5,5.77,278.27,106.08,0.01
37.55,5.76,278.56,106.08,0.01
37.6,5.76,278.85,106.08,0.01
37.65,5.75,279.14,106.08,0.01
37.7,5.75,279.42,106.08,0.01
37.75,5.74,279.71,106.08,0.01
37.8,5.73,280.0,106.08,0.01
37.85,5.73,280.28,106.08,0.01
37.9,5.72,280.57,106.08,0.01
37.95,5.72,280.85,106.08,0.01
38.0,5.71,281.14,106.08,0.01
38.05,5.71,281.43,106.08,0.01
38.1,5.7,281.71,106.08,0.01
38.15,5.7,282.0,106.08,0.01
38.2,5.69,282.28,106.08,0.01
38.25,5.69,282.56,106.08,0.01
38.3,5.68,282.85,106.08,0.01
38.35,5.67,283.13,106.08,0.01
38.4,5.67,283.42,106.08,0.01
38.45,5.66,283.7,106.08,0.01
38.5,5.66,283.98,106.08,0.01
38.55,5.65,284.26,106.08,0.01
38.6,5.65,284.55,106.08,0.01
38.65,5.64,284.83,106.08,0.01
38.7,5.64,285.11,106.08,0.01
38.75,5.63,285.39,106.08,0.01
38.8,5.63,285.67,106.08,0.01
38.85,5.62,285.96,106.08,0.01
38.9,5.62,286.24,106.08,0.01
38.95,5.61,286.52,106.08,0.01
39.0,5.6,286.8,106.08,0.01
39.05,5.6,287.08,106.08,0.01
39.1,5.59,287.36,106.08,0.01
39.15,5.59,287.64,106.08,0.01
39.2,5.58,287.91,106.08,0.01
39.25,5.58,288.19,106.08,0.01
39.3,5.57,288.47,106.08,0.01
39.35,5.57,288.75,106.08,0.01
39.4,5.56,289.03,106.08,0.01
39.45,5.56,289.31,106.08,0.01
39.5,5.55,289.58,106.08,0.01
39.55,5.55,289.86,106.08,0.01
39.6,5.54,290.14,106.08,0.01
39.65,5.53,290.41,106.08,0.01
39.7,5.53,290.69,106.08,0.01
39.75,5.52,290.97,106.08,0.01
39.8,5.52,291.24,106.08,0.01
39.85,5.51,291.52,106.08,0.01
39.9,5.51,291.79,106.08,0.01
39.95,5.5,292.07,106.08,0.01
40.0,5.5,292.34,106.08,0.01
40.05,5.49,292.62,106.08,0.01
40.1,5.49,292.89,106.08,0.01
40.15,5.48,293.17,106.08,0.01
40.2,5.48,293.44,106.08,0.01
40.25,5.47,293.71,106.08,0.01
40.3,5.46,293.99,106.08,0.01
40.35,5.46,294.26,106.08,0.01
40.4,5.45,294.53,106.08,0.01
40.45,5.45,294.81,106.08,0.01
40.5,5.44,295.08,106.08,0.01
40.55,5.44,295.35,106.08,0.01
40.6,5.43,295.62,106.08,0.01
40.65,5.43,295.89,106.08,0.01
40.7,5.42,296.16,106.08,0.01
40.75,5.42,296.44,106.08,0.01
40.8,5.41,296.71,106.08,0.01
40.85,5.41,296.98,106.08,0.01
40.9,5.4,297.25,106.08,0.01
40.95,5.4,297.52,106.08,0.01
41.0,5.39,297.79,106.08,0.01
41.05,5.39,298.05,106.08,0.01
41.1,5.38,298.32,106.08,0.01
41.15,5.37,298.59,106.08,0.01
41.2,5.37,298.86,106.08,0.01
41.25,5.36,299.13,106.08,0.01
41.3,5.36,299.4,106.08,0.01
41.35,5.35,299.66,106.08,0.01
41.4,5.35,299.93,106.08,0.01
41.45,5.34,300.2,106.08,0.01
41.5,5.34,300.47,106.08,0.01
41.55,5.33,300.73,106.08,0.01
41.6,5.33,301.0,106.08,0.01
41.65,5.32,301.27,106.08,0.01
41.7,5.32,301.53,106.08,0.01
41.75,5.31,301.8,106.08,0.01
41.8,5.31,302.06,106.08,0.01
41.85,5.3,302.33,106.08,0.01
41.9,5.3,302.59,106.08,0.01
41.95,5.29,302.86,106.08,0.01
42.0,5.28,303.12,106.08,0.01
42.05,5.28,303.38,106.08,0.01
42.1,5.27,303.65,106.08,0.01
42.15,5.27,303.91,106.08,0.01
42.2,5.26,304.17,106.08,0.01
42.25,5.26,304.44,106.08,0.01
42.3,5.25,304.7,106.08,0.01
42.35,5.25,304.96,106.08,0.01
42.4,5.24,305.22,106.08,0.01
42.45,5.24,305.49,106.08,0.01
42.5,5.23,305.75,106.08,0.01
42.55,5.23,306.01,106.08,0.01
42.6,5.22,306.27,106.08,0.01
42.65,5.22,306.53,106.08,0.01
42.7,5.21,306.79,106.08,0.01
42.75,5.21,307.05,106.08,0.01
42.8,5.2,307.31,106.08,0.01
42.85,5.2,307.57,106.08,0.01
42.9,5.19,307.83,106.08,0.01
42.95,5.19,308.09,106.08,0.01
43.0,5.18,308.35,106.08,0.01
43.05,5.17,308.61,106.08,0.01
43.1,5.17,308.87,106.08,0.01
43.15,5.16,309.13,106.08,0.01
43.2,5.16,309.38,106.08,0.01
43.25,5.15,309.64,106.08,0.01
43.3,5.15,309.9,106.08,0.01
43.35,5.14,310.16,106.08,0.01
43.4,5.14,310.41,106.08,0.01
43.45,5.13,310.67,106.08,0.01
43.5,5.13,310.93,106.08,0.01
43.55,5.12,311.18,106.08,0.01
43.6,5.12,311.44,106.08,0.01
43.65,5.11,311.69,106.08,0.01
43.7,5.11,311.95,106.08,0.01
43.75,5.1,312.2,106.08,0.01
43.8,5.1,312.46,106.08,0.01
43.85,5.09,312.71,106.08,0.01
43.9,5.09,312.97,106.08,0.01
43.95,5.08,313.22,106.08,0.01
44.0,5.08,313.48,106.08,0.01
44.05,5.07,313.73,106.08,0.01
44.1,5.07,313.98,106.08,0.01
44.15,5.06,314.24,106.08,0.01
44.2,5.06,314.49,106.08,0.01
44.25,5.05,314.74,106.08,0.01
44.3,5.05,314.99,106.08,0.01
44.35,5.04,315.25,106.08,0.01
44.4,5.04,315.5,106.08,0.01
44.45,5.03,315.75,106.08,0.01
44.5,5.02,316.0,106.08,0.01
44.55,5.02,316.25,106.08,0.01
44.6,5.01,316.5,106.08,0.01
44.65,5.01,316.75,106.08,0.01
44.7,5.0,317.0,106.08,0.01
44.75,5.0,317.25,106.08,0.01
44.8,4.99,317.5,106.08,0.01
44.85,4.99,317.75,106.08,0.01
44.9,4.98,318.0,106.08,0.01
44.95,4.98,318.25,106.08,0.01
45.0,4.97,318.5,106.08,0.01
45.05,4.97,318.75,106.08,0.01
45.1,4.96,318.99,106.08,0.01
45.15,4.96,319.24,106.08,0.01
45.2,4.95,319.49,106.08,0.01
45.25,4.95,319.74,106.08,0.01
45.3,4.94,319.98,106.08,0.01
45.35,4.94,320.23,106.08,0.01
45.4,4.93,320.48,106.08,0.01
45.45,4.93,320.72,106.08,0.01
45.5,4.92,320.97,106.08,0.01
45.55,4.92,321.22,106.08,0.01
45.6,4.91,321.46,106.08,0.01
45.65,4.91,321.71,106.08,0.01
45.7,4.9,321.95,106.08,0.01
45.75,4.9,322.2,106.08,0.01
45.8,4.89,322.44,106.08,0.01
45.85,4.89,322.69,106.08,0.01
45.9,4.88,322.93,106.08,0.01
45.95,4.88,323.17,106.08,0.01
46.0,4.87,323.42,106.08,0.01
46.05,4.87,323.66,106.08,0.01
46.1,4.86,323.9,106.08,0.01
46.15,4.86,324.15,106.08,0.01
46.2,4.85,324.39,106.08,0.01
46.25,4.85,324.63,106.08,0.01
46.3,4.84,324.87,106.08,0.01
46.35,4.84,325.12,106.08,0.01
46.4,4.83,325.36,106.08,0.01
46.45,4.83,325.6,106.08,0.01
46.5,4.82,325.84,106.08,0.01
46.55,4.82,326.08,106.08,0.01
46.6,4.81,326.32,106.08,0.01
46.65,4.81,326.56,106.08,0.01
46.7,4.8,326.8,106.08,0.01
46.75,4.8,327.04,106.08,0.01
46.8,4.79,327.28,106.08,0.01
46.85,4.79,327.52,106.08,0.01
46.9,4.78,327.76,106.08,0.01
46.95,4.78,328.0,106.08,0.01
47.0,4.77,328.24,106.08,0.01
47.05,4.77,328.47,106.08,0.01
47.1,4.76,328.71,106.08,0.01
47.15,4.76,328.95,106.08,0.01
47.2,4.75,329.19,106.08,0.01
47.25,4.75,329.42,106.08,0.01
47.3,4.74,329.66,106.08,0.01
47.35,4.73,329.9,106.08,0.01
47.4,4.73,330.13,106.08,0.01
47.45,4.72,330.37,106.08,0.01
47.5,4.72,330.61,106.08,0.01
47.55,4.71,330.84,106.08,0.01
47.6,4.71,331.08,106.08,0.01
47.65,4.7,331.31,106.08,0.01
47.7,4.7,331.55,106.08,0.01
47.75,4.69,331.78,106.08,0.01
47.8,4.69,332.02,106.08,0.01
47.85,4.68,332.25,106.08,0.01
47.9,4.68,332.49,106.08,0.01
47.95,4.67,332.72,106.08,0.01
48.0,4.67,332.95,106.08,0.01
48.05,4.66,333.19,106.08,0.01
48.1,4.66,333.42,106.08,0.01
48.15,4.65,333.65,106.08,0.01
48.2,4.65,333.88,106.08,0.01
48.25,4.64,334.12,106.08,0.01
48.3,4.64,334.35,106.08,0.01
48.35,4.63,334.58,106.08,0.01
48.4,4.63,334.81,106.08,0.01
48.45,4.62,335.04,106.08,0.01
48.5,4.62,335.27,106.08,0.01
48.55,4.61,335.51,106.08,0.01
48.6,4.61,335.74,106.08,0.01
48.65,4.6,335.97,106.08,0.01
48.7,4.6,336.2,106.08,0.01
48.75,4.6,336.43,106.08,0.01
48.8,4.59,336.66,106.08,0.01
48.85,4.59,336.88,106.08,0.01
48.9,4.58,337.11,106.08,0.01
48.95,4.58,337.34,106.08,0.01
49.0,4.57,337.57,106.08,0.01
49.05,4.57,337.8,106.08,0.01
49.1,4.56,338.03,106.08,0.01
49.15,4.56,338.25,106.08,0.01
49.2,4.55,338.48,106.08,0.01
49.25,4.55,338.71,106.08,0.01
49.3,4.54,338.94,106.08,0.01
49.35,4.54,339.16,106.08,0.01
49.4,4.53,339.39,106.08,0.01
49.45,4.53,339.62,106.08,0.01
49.5,4.52,339.84,106.08,0.01
49.55,4.52,340.07,106.08,0.01
49.6,4.51,340.29,106.08,0.01
49.65,4.51,340.52,106.08,0.01
49.7,4.5,340.74,106.08,0.01
49.75,4.5,340.97,106.08,0.01
49.8,4.49,341.19,106.08,0.01
49.85,4.49,341.42,106.08,0.01
49.9,4.48,341.64,106.08,0.01
49.95,4.48,341.87,106.08,0.01
50.0,4.47,342.09,106.08,0.01
50.05,4.47,342.31,106.08,0.01
50.1,4.46,342.54,106.08,0.01
50.15,4.46,342.76,106.08,0.01
50.2,4.45,342.98,106.08,0.01
50.25,4.45,343.2,106.08,0.01
50.3,4.44,343.43,106.08,0.01
50.35,4.44,343.65,106.08,0.01
50.4,4.43,343.87,106.08,0.01
50.45,4.43,344.09,106.08,0.01
50.5,4.42,344.31,106.08,0.01
50.55,4.42,344.53,106.08,0.01
50.6,4.41,344.75,106.08,0.01
50.65,4.41,344.97,106.08,0.01
50.7,4.4,345.19,106.08,0.01
50.75,4.4,345.41,106.08,0.01
50.8,4.39,345.63,106.08,0.01
50.85,4.39,345.85,106.08,0.01
50.9,4.38,346.07,106.08,0.01
50.95,4.38,346.29,106.08,0.01
51.0,4.37,346.51,106.08,0.01
51.05,4.37,346.73,106.08,0.01
51.1,4.36,346.95,106.08,0.01
51.15,4.36,347.16,106.08,0.01
51.2,4.35,347.38,106.08,0.01
51.25,4.35,347.6,106.08,0.01
51.3,4.34,347.82,106.08,0.01
51.35,4.34,348.03,106.08,0.01
51.4,4.33,348.25,106.08,0.01
51.45,4.33,348.47,106.08,0.01
51.5,4.32,348.68,106.08,0.01
51.55,4.32,348.9,106.08,0.01
51.6,4.31,349.11,106.08,0.01
51.65,4.31,349.33,106.08,0.01
51.7,4.31,349.54,106.08,0.01
51.75,4.3,349.76,106.08,0.01
51.8,4.3,349.97,106.08,0.01
51.85,4.29,350.19,106.08,0.01
51.9,4.29,350.4,106.08,0.01
51.95,4.28,350.62,106.08,0.01
52.0,4.28,350.83,106.08,0.01
52.05,4.27,351.04,106.08,0.01
52.1,4.27,351.26,106.08,0.01
52.15,4.26,351.47,106.08,0.01
52.2,4.26,351.68,106.08,0.01
52.25,4.25,351.9,106.08,0.01
52.3,4.25,352.11,106.08,0.01
52.35,4.24,352.32,106.08,0.01
52.4,4.24,352.53,106.08,0.01
52.45,4.23,352.74,106.08,0.01
52.5,4.23,352.96,106.08,0.01
52.55,4.22,353.17,106.08,0.01
52.6,4.22,353.38,106.08,0.01
52.65,4.21,353.59,106.08,0.01
52.7,4.21,353.8,106.08,0.01
52.75,4.2,354.01,106.08,0.01
52.8,4.2,354.22,106.08,0.01
52.85,4.19,354.43,106.08,0.01
52.9,4.19,354.64,106.08,0.01
52.95,4.18,354.85,106.08,0.01
53.0,4.18,355.06,106.08,0.01
53.05,4.17,355.26,106.08,0.01
53.1,4.17,355.47,106.08,0.01
53.15,4.16,355.68,106.08,0.01
53.2,4.16,355.89,106.08,0.01
53.25,4.16,356.1,106.08,0.01
53.3,4.15,356.3,106.08,0.01
53.35,4.15,356.51,106.08,0.01
53.4,4.14,356.72,106.08,0.01
53.45,4.14,356.93,106.08,0.01
53.5,4.13,357.13,106.08,0.01
53.55,4.13,357.34,106.08,0.01
53.6,4.12,357.54,106.08,0.01
53.65,4.12,357.75,106.08,0.01
53.7,4.11,357.96,106.08,0.01
53.75,4.11,358.16,106.08,0.01
53.8,4.1,358.37,106.08,0.01
53.85,4.1,358.57,106.08,0.01
53.9,4.09,358.78,106.08,0.01
53.95,4.09,358.98,106.08,0.01
54.0,4.08,359.18,106.08,0.01
54.05,4.08,359.39,106.08,0.01
54.1,4.07,359.59,106.08,0.01
54.15,4.07,359.8,106.08,0.01
54.2,4.06,360.0,106.08,0.01
54.25,4.06,360.2,106.08,0.01
54.3,4.05,360.4,106.08,0.01
54.35,4.05,360.61,106.08,0.01
54.4,4.04,360.81,106.08,0.01
54.45,4.04,361.01,106.08,0.01
54.5,4.04,361.21,106.08,0.01
54.55,4.03,361.41,106.08,0.01
54.6,4.03,361.62,106.08,0.01
54.65,4.02,361.82,106.08,0.01
54.7,4.02,362.02,106.08,0.01
54.75,4.01,362.22,106.08,0.01
54.8,4.01,362.42,106.08,0.01
54.85,4.0,362.62,106.08,0.01
54.9,4.0,362.82,106.08,0.01
54.95,3.99,363.02,106.08,0.01
55.0,3.99,363.22,106.08,0.01
55.05,3.98,363.42,106.08,0.01
55.1,3.98,363.62,106.08,0.01
55.15,3.97,363.81,106.08,0.01
55.2,3.97,364.01,106.08,0.01
55.25,3.96,364.21,106.08,0.01
55.3,3.96,364.41,106.08,0.01
55.35,3.95,364.61,106.08,0.01
55.4,3.95,364.8,106.08,0.01
55.45,3.95,365.0,106.08,0.01
55.5,3.94,365.2,106.08,0.01
55.55,3.94,365.4,106.08,0.01
55.6,3.93,365.59,106.08,0.01
55.65,3.93,365.79,106.08,0.01
55.7,3.92,365.98,106.08,0.01
55.75,3.92,366.18,106.08,0.01
55.8,3.91,366.38,106.08,0.01
55.85,3.91,366.57,106.08,0.01
55.9,3.9,366.77,106.08,0.01
55.95,3.9,366.96,106.08,0.01
56.0,3.89,367.16,106.08,0.01
56.05,3.89,367.35,106.08,0.01
56.1,3.88,367.54,106.08,0.01
56.15,3.88,367.74,106.08,0.01
56.2,3.87,367.93,106.08,0.01
56.25,3.87,368.13,106.08,0.01
56.3,3.86,368.32,106.08,0.01
56.35,3.86,368.51,106.08,0.01
56.4,3.86,368.7,106.08,0.01
56.45,3.85,368.9,106.08,0.01
56.5,3.85,369.09,106.08,0.01
56.55,3.84,369.28,106.08,0.01
56.6,3.84,369.47,106.08,0.01
56.65,3.83,369.66,106.08,0.01
56.7,3.83,369.86,106.08,0.01
56.75,3.82,370.05,106.08,0.01
56.8,3.82,370.24,106.08,0.01
56.85,3.81,370.43,106.08,0.01
56.9,3.81,370.62,106.08,0.01
56.95,3.8,370.81,106.08,0.01
57.0,3.8,371.0,106.08,0.01
57.05,3.79,371.19,106.08,0.01
57.1,3.79,371.38,106.08,0.01
57.15,3.78,371.57,106.08,0.01
57.2,3.78,371.76,106.08,0.01
57.25,3.78,371.95,106.08,0.01
57.3,3.77,372.13,106.08,0.01
57.35,3.77,372.32,106.08,0.01
57.4,3.76,372.51,106.08,0.01
57.45,3.76,372.7,106.08,0.01
57.5,3.75,372.89,106.08,0.01
57.55,3.75,373.07,106.08,0.01
57.6,3.74,373.26,106.08,0.01
57.65,3.74,373.45,106.08,0.01
57.7,3.73,373.63,106.08,0.01
57.75,3.73,373.82,106.08,0.01
57.8,3.72,374.01,106.08,0.01
57.85,3.72,374.19,106.08,0.01
57.9,3.71,374.38,106.08,0.01
57.95,3.71,374.56,106.08,0.01
58.0,3.71,374.75,106.08,0.01
58.05,3.7,374.93,106.08,0.01
58.1,3.7,375.12,106.08,0.01
58.15,3.69,375.3,106.08,0.01
58.2,3.69,375.49,106.08,0.01
58.25,3.68,375.67,106.08,0.01
58.3,3.68,375.86,106.08,0.01
58.35,3.67,376.04,106.08,0.01
58.4,3.67,376.22,106.08,0.01
58.45,3.66,376.41,106.08,0.01
58.5,3.66,376.59,106.08,0.01
58.55,3.65,376.77,106.08,0.01
58.6,3.65,376.95,106.08,0.01
58.65,3.65,377.14,106.08,0.01
58.7,3.64,377.32,106.08,0.01
58.75,3.64,377.5,106.08,0.01
58.8,3.63,377.68,106.08,0.01
58.85,3.63,377.86,106.08,0.01
58.9,3.62,378.04,106.08,0.01
58.95,3.62,378.23,106.08,0.01
59.0,3.61,378.41,106.08,0.01
59.05,3.61,378.59,106.08,0.01
59.1,3.6,378.77,106.08,0.01
59.15,3.6,378.95,106.08,0.01
59.2,3.59,379.13,106.08,0.01
59.25,3.59,379.31,106.08,0.01
59.3,3.58,379.49,106.08,0.01
59.35,3.58,379.66,106.08,0.01
59.4,3.58,379.84,106.08,0.01
59.45,3.57,380.02,106.08,0.01
59.5,3.57,380.2,106.08,0.01
59.55,3.56,380.38,106.08,0.01
59.6,3.56,380.56,106.08,0.01
59.65,3.55,380.73,106.08,0.01
59.7,3.55,380.91,106.08,0.01
59.75,3.54,381.09,106.08,0.01
59.8,3.54,381.26,106.08,0.01
59.85,3.53,381.44,106.08,0.01
59.9,3.53,381.62,106.08,0.01
59.95,3.52,381.79,106.08,0.01
60.0,3.52,381.97,106.08,0.01
60.05,3.52,382.15,106.08,0.01
60.1,3.51,382.32,106.08,0.01
60.15,3.51,382.5,106.08,0.01
60.2,3.5,382.67,106.08,0.01
60.25,3.5,382.85,106.08,0.01
60.3,3.49,383.02,106.08,0.01
60.35,3.49,383.2,106.08,0.01
60.4,3.48,383.37,106.08,0.01
60.45,3.48,383.54,106.08,0.01
60.5,3.47,383.72,106.08,0.01
60.55,3.47,383.89,106.08,0.01
60.6,3.47,384.06,106.08,0.01
60.65,3.46,384.24,106.08,0.01
60.7,3.46,384.41,106.08,0.01
60.75,3.45,384.58,106.08,0.01
60.8,3.45,384.76,106.08,0.01
60.85,3.44,384.93,106.08,0.01
60.9,3.44,385.1,106.08,0.01
60.95,3.43,385.27,106.08,0.01
61.0,3.43,385.44,106.08,0.01
61.05,3.42,385.61,106.08,0.01
61.1,3.42,385.78,106.08,0.01
61.15,3.41,385.96,106.08,0.01
61.2,3.41,386.13,106.08,0.01
61.25,3.41,386.3,106.08,0.01
61.3,3.4,386.47,106.08,0.01
61.35,3.4,386.64,106.08,0.01
61.4,3.39,386.81,106.08,0.01
61.45,3.39,386.97,106.08,0.01
61.5,3.38,387.14,106.08,0.01
61.55,3.38,387.31,106.08,0.01
61.6,3.37,387.48,106.08,0.01
61.65,3.37,387.65,106.08,0.01
61.7,3.36,387.82,106.08,0.01
61.75,3.36,387.99,106.08,0.01
61.8,3.36,388.15,106.08,0.01
61.85,3.35,388.32,106.08,0.01
61.9,3.35,388.49,106.08,0.01
61.95,3.34,388.66,106.08,0.01
62.0,3.34,388.82,106.08,0.01
62.05,3.33,388.99,106.08,0.01
62.1,3.33,389.16,106.08,0.01
62.15,3.32,389.32,106.08,0.01
62.2,3.32,389.49,106.08,0.01
62.25,3.31,389.65,106.08,0.01
62.3,3.31,389.82,106.08,0.01
62.35,3.31,389.98,106.08,0.01
62.4,3.3,390.15,106.08,0.01
62.45,3.3,390.31,106.08,0.01
62.5,3.29,390.48,106.08,0.01
62.55,3.29,390.64,106.08,0.01
62.6,3.28,390.81,106.08,0.01
62.65,3.28,390.97,106.08,0.01
62.7,3.27,391.13,106.08,0.01
62.75,3.27,391.3,106.08,0.01
62.8,3.26,391.46,106.08,0.01
62.85,3.26,391.62,106.08,0.01
62.9,3.26,391.79,106.08,0.01
62.95,3.25,391.95,106.08,0.01
63.0,3.25,392.11,106.08,0.01
63.05,3.24,392.27,106.08,0.01
63.1,3.24,392.44,106.08,0.01
63.15,3.23,392.6,106.08,0.01
63.2,3.23,392.76,106.08,0.01
63.25,3.22,392.92,106.08,0.01
63.3,3.22,393.08,106.08,0.01
63.35,3.21,393.24,106.08,0.01
63.4,3.21,393.4,106.08,0.01
63.45,3.21,393.56,106.08,0.01
63.5,3.2,393.72,106.08,0.01
63.55,3.2,393.88,106.08,0.01
63.6,3.19,394.04,106.08,0.01
63.65,3.19,394.2,106.08,0.01
63.7,3.18,394.36,106.08,0.01
63.75,3.18,394.52,106.08,0.01
63.8,3.17,394.68,106.08,0.01
63.85,3.17,394.84,106.08,0.01
63.9,3.17,395.0,106.08,0.01
63.95,3.16,395.15,106.08,0.01
64.0,3.16,395.31,106.08,0.01
64.05,3.15,395.47,106.08,0.01
64.1,3.15,395.63,106.08,0.01
64.15,3.14,395.78,106.08,0.01
64.2,3.14,395.94,106.08,0.01
64.25,3.13,396.1,106.08,0.01
64.3,3.13,396.25,106.08,0.01
64.35,3.12,396.41,106.08,0.01
64.4,3.12,396.57,106.08,0.01
64.45,3.12,396.72,106.08,0.01
64.5,3.11,396.88,106.08,0.01
64.55,3.11,397.03,106.08,0.01
64.6,3.1,397.19,106.08,0.01
64.65,3.1,397.34,106.08,0.01
64.7,3.09,397.5,106.08,0.01
64.75,3.09,397.65,106.08,0.01
64.8,3.08,397.81,106.08,0.01
64.85,3.08,397.96,106.08,0.01
64.9,3.08,398.11,106.08,0.01
64.95,3.07,398.27,106.08,0.01
65.0,3.07,398.42,106.08,0.01
65.05,3.06,398.57,106.08,0.01
65.1,3.06,398.73,106.08,0.01
65.15,3.05,398.88,106.08,0.01
65.2,3.05,399.03,106.08,0.01
65.25,3.04,399.18,106.08,0.01
65.3,3.04,399.34,106.08,0.01
65.35,3.04,399.49,106.08,0.01
65.4,3.03,399.64,106.08,0.01
65.45,3.03,399.79,106.08,0.01
65.5,3.02,399.94,106.08,0.01
65.55,3.02,400.09,106.08,0.01
65.6,3.01,400.24,106.08,0.01
65.65,3.01,400.39,106.08,0.01
65.7,3.0,400.54,106.08,0.01
65.75,3.0,400.69,106.08,0.01
